X,SigmoidX,Y
-26.85,-0.5,-0.504321
-26.84,-0.5,-0.504351
-26.83,-0.5,-0.504378
-26.82,-0.5,-0.504403
-26.81,-0.5,-0.504424
-26.8,-0.5,-0.504442
-26.79,-0.5,-0.504457
-26.78,-0.5,-0.504469
-26.77,-0.5,-0.504478
-26.76,-0.5,-0.504484
-26.75,-0.5,-0.504487
-26.74,-0.5,-0.504487
-26.73,-0.5,-0.504484
-26.72,-0.5,-0.504478
-26.71,-0.5,-0.504469
-26.7,-0.5,-0.504457
-26.69,-0.5,-0.504442
-26.68,-0.5,-0.504425
-26.67,-0.5,-0.504404
-26.66,-0.5,-0.50438
-26.65,-0.5,-0.504354
-26.64,-0.5,-0.504325
-26.63,-0.5,-0.504293
-26.62,-0.5,-0.504258
-26.61,-0.5,-0.504221
-26.6,-0.5,-0.50418
-26.59,-0.5,-0.504138
-26.58,-0.5,-0.504092
-26.57,-0.5,-0.504044
-26.56,-0.5,-0.503993
-26.55,-0.5,-0.50394
-26.54,-0.5,-0.503884
-26.53,-0.5,-0.503826
-26.52,-0.5,-0.503765
-26.51,-0.5,-0.503702
-26.5,-0.5,-0.503636
-26.49,-0.5,-0.503569
-26.48,-0.5,-0.503499
-26.47,-0.5,-0.503426
-26.46,-0.5,-0.503352
-26.45,-0.5,-0.503276
-26.44,-0.5,-0.503197
-26.43,-0.5,-0.503117
-26.42,-0.5,-0.503034
-26.41,-0.5,-0.50295
-26.4,-0.5,-0.502863
-26.39,-0.5,-0.502775
-26.38,-0.5,-0.502686
-26.37,-0.5,-0.502594
-26.36,-0.5,-0.502501
-26.35,-0.5,-0.502406
-26.34,-0.5,-0.50231
-26.33,-0.5,-0.502212
-26.32,-0.5,-0.502113
-26.31,-0.5,-0.502013
-26.3,-0.5,-0.501911
-26.29,-0.5,-0.501808
-26.28,-0.5,-0.501704
-26.27,-0.5,-0.501599
-26.26,-0.5,-0.501493
-26.25,-0.5,-0.501386
-26.24,-0.5,-0.501278
-26.23,-0.5,-0.501169
-26.22,-0.5,-0.501059
-26.21,-0.5,-0.500948
-26.2,-0.5,-0.500837
-26.19,-0.5,-0.500725
-26.18,-0.5,-0.500613
-26.17,-0.5,-0.5005
-26.16,-0.5,-0.500387
-26.15,-0.5,-0.500273
-26.14,-0.5,-0.500159
-26.13,-0.5,-0.500045
-26.12,-0.5,-0.499931
-26.11,-0.5,-0.499816
-26.1,-0.5,-0.499702
-26.09,-0.5,-0.499587
-26.08,-0.5,-0.499472
-26.07,-0.5,-0.499358
-26.06,-0.5,-0.499244
-26.05,-0.5,-0.49913
-26.04,-0.5,-0.499016
-26.03,-0.5,-0.498903
-26.02,-0.5,-0.49879
-26.01,-0.5,-0.498677
-26,-0.5,-0.498565
-25.99,-0.5,-0.498454
-25.98,-0.5,-0.498343
-25.97,-0.5,-0.498233
-25.96,-0.5,-0.498123
-25.95,-0.5,-0.498015
-25.94,-0.5,-0.497907
-25.93,-0.5,-0.4978
-25.92,-0.5,-0.497694
-25.91,-0.5,-0.497589
-25.9,-0.5,-0.497485
-25.89,-0.5,-0.497383
-25.88,-0.5,-0.497281
-25.87,-0.5,-0.49718
-25.86,-0.5,-0.497081
-25.85,-0.5,-0.496983
-25.84,-0.5,-0.496886
-25.83,-0.5,-0.496791
-25.82,-0.5,-0.496697
-25.81,-0.5,-0.496605
-25.8,-0.5,-0.496514
-25.79,-0.5,-0.496424
-25.78,-0.5,-0.496336
-25.77,-0.5,-0.49625
-25.76,-0.5,-0.496165
-25.75,-0.5,-0.496082
-25.74,-0.5,-0.496001
-25.73,-0.5,-0.495921
-25.72,-0.5,-0.495844
-25.71,-0.5,-0.495768
-25.7,-0.5,-0.495693
-25.69,-0.5,-0.495621
-25.68,-0.5,-0.495551
-25.67,-0.5,-0.495482
-25.66,-0.5,-0.495416
-25.65,-0.5,-0.495351
-25.64,-0.5,-0.495288
-25.63,-0.5,-0.495228
-25.62,-0.5,-0.495169
-25.61,-0.5,-0.495112
-25.6,-0.5,-0.495058
-25.59,-0.5,-0.495006
-25.58,-0.5,-0.494955
-25.57,-0.5,-0.494907
-25.56,-0.5,-0.494861
-25.55,-0.5,-0.494817
-25.54,-0.5,-0.494775
-25.53,-0.5,-0.494736
-25.52,-0.5,-0.494698
-25.51,-0.5,-0.494663
-25.5,-0.5,-0.49463
-25.49,-0.5,-0.494599
-25.48,-0.5,-0.49457
-25.47,-0.5,-0.494544
-25.46,-0.5,-0.49452
-25.45,-0.5,-0.494498
-25.44,-0.5,-0.494478
-25.43,-0.5,-0.49446
-25.42,-0.5,-0.494445
-25.41,-0.5,-0.494432
-25.4,-0.5,-0.494421
-25.39,-0.5,-0.494412
-25.38,-0.5,-0.494406
-25.37,-0.5,-0.494401
-25.36,-0.5,-0.494399
-25.35,-0.5,-0.494399
-25.34,-0.5,-0.494402
-25.33,-0.5,-0.494406
-25.32,-0.5,-0.494412
-25.31,-0.5,-0.494421
-25.3,-0.5,-0.494432
-25.29,-0.5,-0.494445
-25.28,-0.5,-0.49446
-25.27,-0.5,-0.494477
-25.26,-0.5,-0.494496
-25.25,-0.5,-0.494517
-25.24,-0.5,-0.49454
-25.23,-0.5,-0.494566
-25.22,-0.5,-0.494593
-25.21,-0.5,-0.494622
-25.2,-0.5,-0.494653
-25.19,-0.5,-0.494686
-25.18,-0.5,-0.494721
-25.17,-0.5,-0.494758
-25.16,-0.5,-0.494797
-25.15,-0.5,-0.494837
-25.14,-0.5,-0.49488
-25.13,-0.5,-0.494924
-25.12,-0.5,-0.49497
-25.11,-0.5,-0.495017
-25.1,-0.5,-0.495067
-25.09,-0.5,-0.495118
-25.08,-0.5,-0.495171
-25.07,-0.5,-0.495225
-25.06,-0.5,-0.495281
-25.05,-0.5,-0.495338
-25.04,-0.5,-0.495397
-25.03,-0.5,-0.495457
-25.02,-0.5,-0.495519
-25.01,-0.5,-0.495583
-25,-0.5,-0.495647
-24.99,-0.5,-0.495713
-24.98,-0.5,-0.495781
-24.97,-0.5,-0.49585
-24.96,-0.5,-0.495919
-24.95,-0.5,-0.495991
-24.94,-0.5,-0.496063
-24.93,-0.5,-0.496137
-24.92,-0.5,-0.496211
-24.91,-0.5,-0.496287
-24.9,-0.5,-0.496364
-24.89,-0.5,-0.496441
-24.88,-0.5,-0.49652
-24.87,-0.5,-0.4966
-24.86,-0.5,-0.49668
-24.85,-0.5,-0.496762
-24.84,-0.5,-0.496844
-24.83,-0.5,-0.496927
-24.82,-0.5,-0.497011
-24.81,-0.5,-0.497095
-24.8,-0.5,-0.497181
-24.79,-0.5,-0.497266
-24.78,-0.5,-0.497353
-24.77,-0.5,-0.49744
-24.76,-0.5,-0.497527
-24.75,-0.5,-0.497615
-24.74,-0.5,-0.497704
-24.73,-0.5,-0.497792
-24.72,-0.5,-0.497882
-24.71,-0.5,-0.497971
-24.7,-0.5,-0.498061
-24.69,-0.5,-0.498151
-24.68,-0.5,-0.498242
-24.67,-0.5,-0.498332
-24.66,-0.5,-0.498423
-24.65,-0.5,-0.498513
-24.64,-0.5,-0.498604
-24.63,-0.5,-0.498695
-24.62,-0.5,-0.498786
-24.61,-0.5,-0.498877
-24.6,-0.5,-0.498968
-24.59,-0.5,-0.499058
-24.58,-0.5,-0.499149
-24.57,-0.5,-0.499239
-24.56,-0.5,-0.49933
-24.55,-0.5,-0.49942
-24.54,-0.5,-0.499509
-24.53,-0.5,-0.499599
-24.52,-0.5,-0.499688
-24.51,-0.5,-0.499776
-24.5,-0.5,-0.499864
-24.49,-0.5,-0.499952
-24.48,-0.5,-0.50004
-24.47,-0.5,-0.500126
-24.46,-0.5,-0.500213
-24.45,-0.5,-0.500298
-24.44,-0.5,-0.500384
-24.43,-0.5,-0.500468
-24.42,-0.5,-0.500552
-24.41,-0.5,-0.500635
-24.4,-0.5,-0.500717
-24.39,-0.5,-0.500799
-24.38,-0.5,-0.50088
-24.37,-0.5,-0.50096
-24.36,-0.5,-0.50104
-24.35,-0.5,-0.501118
-24.34,-0.5,-0.501196
-24.33,-0.5,-0.501272
-24.32,-0.5,-0.501348
-24.31,-0.5,-0.501423
-24.3,-0.5,-0.501497
-24.29,-0.5,-0.50157
-24.28,-0.5,-0.501641
-24.27,-0.5,-0.501712
-24.26,-0.5,-0.501782
-24.25,-0.5,-0.501851
-24.24,-0.5,-0.501918
-24.23,-0.5,-0.501985
-24.22,-0.5,-0.50205
-24.21,-0.5,-0.502114
-24.2,-0.5,-0.502177
-24.19,-0.5,-0.502239
-24.18,-0.5,-0.502299
-24.17,-0.5,-0.502358
-24.16,-0.5,-0.502417
-24.15,-0.5,-0.502473
-24.14,-0.5,-0.502529
-24.13,-0.5,-0.502583
-24.12,-0.5,-0.502636
-24.11,-0.5,-0.502687
-24.1,-0.5,-0.502738
-24.09,-0.5,-0.502787
-24.08,-0.5,-0.502834
-24.07,-0.5,-0.50288
-24.06,-0.5,-0.502925
-24.05,-0.5,-0.502968
-24.04,-0.5,-0.50301
-24.03,-0.5,-0.503051
-24.02,-0.5,-0.50309
-24.01,-0.5,-0.503128
-24,-0.5,-0.503164
-23.99,-0.5,-0.503199
-23.98,-0.5,-0.503232
-23.97,-0.5,-0.503264
-23.96,-0.5,-0.503295
-23.95,-0.5,-0.503324
-23.94,-0.5,-0.503352
-23.93,-0.5,-0.503378
-23.92,-0.5,-0.503402
-23.91,-0.5,-0.503425
-23.9,-0.5,-0.503447
-23.89,-0.5,-0.503467
-23.88,-0.5,-0.503486
-23.87,-0.5,-0.503503
-23.86,-0.5,-0.503519
-23.85,-0.5,-0.503533
-23.84,-0.5,-0.503546
-23.83,-0.5,-0.503558
-23.82,-0.5,-0.503567
-23.81,-0.5,-0.503576
-23.8,-0.5,-0.503583
-23.79,-0.5,-0.503588
-23.78,-0.5,-0.503592
-23.77,-0.5,-0.503595
-23.76,-0.5,-0.503596
-23.75,-0.5,-0.503596
-23.74,-0.5,-0.503594
-23.73,-0.5,-0.503591
-23.72,-0.5,-0.503586
-23.71,-0.5,-0.50358
-23.7,-0.5,-0.503573
-23.69,-0.5,-0.503564
-23.68,-0.5,-0.503554
-23.67,-0.5,-0.503542
-23.66,-0.5,-0.503529
-23.65,-0.5,-0.503515
-23.64,-0.5,-0.503499
-23.63,-0.5,-0.503482
-23.62,-0.5,-0.503463
-23.61,-0.5,-0.503444
-23.6,-0.5,-0.503423
-23.59,-0.5,-0.5034
-23.58,-0.5,-0.503377
-23.57,-0.5,-0.503352
-23.56,-0.5,-0.503326
-23.55,-0.5,-0.503298
-23.54,-0.5,-0.50327
-23.53,-0.5,-0.50324
-23.52,-0.5,-0.503209
-23.51,-0.5,-0.503177
-23.5,-0.5,-0.503143
-23.49,-0.5,-0.503109
-23.48,-0.5,-0.503073
-23.47,-0.5,-0.503036
-23.46,-0.5,-0.502998
-23.45,-0.5,-0.502959
-23.44,-0.5,-0.502919
-23.43,-0.5,-0.502878
-23.42,-0.5,-0.502836
-23.41,-0.5,-0.502793
-23.4,-0.5,-0.502748
-23.39,-0.5,-0.502703
-23.38,-0.5,-0.502657
-23.37,-0.5,-0.50261
-23.36,-0.5,-0.502562
-23.35,-0.5,-0.502513
-23.34,-0.5,-0.502463
-23.33,-0.5,-0.502412
-23.32,-0.5,-0.502361
-23.31,-0.5,-0.502308
-23.3,-0.5,-0.502255
-23.29,-0.5,-0.502201
-23.28,-0.5,-0.502146
-23.27,-0.5,-0.50209
-23.26,-0.5,-0.502034
-23.25,-0.5,-0.501977
-23.24,-0.5,-0.501919
-23.23,-0.5,-0.50186
-23.22,-0.5,-0.501801
-23.21,-0.5,-0.501741
-23.2,-0.5,-0.501681
-23.19,-0.5,-0.50162
-23.18,-0.5,-0.501558
-23.17,-0.5,-0.501496
-23.16,-0.5,-0.501434
-23.15,-0.5,-0.50137
-23.14,-0.5,-0.501307
-23.13,-0.5,-0.501242
-23.12,-0.5,-0.501178
-23.11,-0.5,-0.501113
-23.1,-0.5,-0.501047
-23.09,-0.5,-0.500982
-23.08,-0.5,-0.500915
-23.07,-0.5,-0.500849
-23.06,-0.5,-0.500782
-23.05,-0.5,-0.500715
-23.04,-0.5,-0.500647
-23.03,-0.5,-0.50058
-23.02,-0.5,-0.500512
-23.01,-0.5,-0.500443
-23,-0.5,-0.500375
-22.99,-0.5,-0.500306
-22.98,-0.5,-0.500238
-22.97,-0.5,-0.500169
-22.96,-0.5,-0.5001
-22.95,-0.5,-0.500031
-22.94,-0.5,-0.499962
-22.93,-0.5,-0.499893
-22.92,-0.5,-0.499823
-22.91,-0.5,-0.499754
-22.9,-0.5,-0.499685
-22.89,-0.5,-0.499616
-22.88,-0.5,-0.499547
-22.87,-0.5,-0.499477
-22.86,-0.5,-0.499409
-22.85,-0.5,-0.49934
-22.84,-0.5,-0.499271
-22.83,-0.5,-0.499202
-22.82,-0.5,-0.499134
-22.81,-0.5,-0.499066
-22.8,-0.5,-0.498998
-22.79,-0.5,-0.49893
-22.78,-0.5,-0.498862
-22.77,-0.5,-0.498795
-22.76,-0.5,-0.498728
-22.75,-0.5,-0.498661
-22.74,-0.5,-0.498595
-22.73,-0.5,-0.498529
-22.72,-0.5,-0.498463
-22.71,-0.5,-0.498398
-22.7,-0.5,-0.498333
-22.69,-0.5,-0.498268
-22.68,-0.5,-0.498204
-22.67,-0.5,-0.49814
-22.66,-0.5,-0.498077
-22.65,-0.5,-0.498014
-22.64,-0.5,-0.497952
-22.63,-0.5,-0.49789
-22.62,-0.5,-0.497829
-22.61,-0.5,-0.497768
-22.6,-0.5,-0.497708
-22.59,-0.5,-0.497649
-22.58,-0.5,-0.49759
-22.57,-0.5,-0.497531
-22.56,-0.5,-0.497474
-22.55,-0.5,-0.497416
-22.54,-0.5,-0.49736
-22.53,-0.5,-0.497304
-22.52,-0.5,-0.497249
-22.51,-0.5,-0.497194
-22.5,-0.5,-0.497141
-22.49,-0.5,-0.497087
-22.48,-0.5,-0.497035
-22.47,-0.5,-0.496983
-22.46,-0.5,-0.496933
-22.45,-0.5,-0.496882
-22.44,-0.5,-0.496833
-22.43,-0.5,-0.496784
-22.42,-0.5,-0.496737
-22.41,-0.5,-0.49669
-22.4,-0.5,-0.496643
-22.39,-0.5,-0.496598
-22.38,-0.5,-0.496554
-22.37,-0.5,-0.49651
-22.36,-0.5,-0.496467
-22.35,-0.5,-0.496425
-22.34,-0.5,-0.496384
-22.33,-0.5,-0.496344
-22.32,-0.5,-0.496305
-22.31,-0.5,-0.496266
-22.3,-0.5,-0.496229
-22.29,-0.5,-0.496192
-22.28,-0.5,-0.496157
-22.27,-0.5,-0.496122
-22.26,-0.5,-0.496088
-22.25,-0.5,-0.496055
-22.24,-0.5,-0.496023
-22.23,-0.5,-0.495992
-22.22,-0.5,-0.495962
-22.21,-0.5,-0.495933
-22.2,-0.5,-0.495905
-22.19,-0.5,-0.495878
-22.18,-0.5,-0.495852
-22.17,-0.5,-0.495827
-22.16,-0.5,-0.495803
-22.15,-0.5,-0.49578
-22.14,-0.5,-0.495758
-22.13,-0.5,-0.495737
-22.12,-0.5,-0.495717
-22.11,-0.5,-0.495698
-22.1,-0.5,-0.49568
-22.09,-0.5,-0.495663
-22.08,-0.5,-0.495647
-22.07,-0.5,-0.495632
-22.06,-0.5,-0.495618
-22.05,-0.5,-0.495605
-22.04,-0.5,-0.495594
-22.03,-0.5,-0.495583
-22.02,-0.5,-0.495573
-22.01,-0.5,-0.495564
-22,-0.5,-0.495556
-21.99,-0.5,-0.49555
-21.98,-0.5,-0.495544
-21.97,-0.5,-0.495539
-21.96,-0.5,-0.495536
-21.95,-0.5,-0.495533
-21.94,-0.5,-0.495532
-21.93,-0.5,-0.495531
-21.92,-0.5,-0.495532
-21.91,-0.5,-0.495533
-21.9,-0.5,-0.495536
-21.89,-0.5,-0.495539
-21.88,-0.5,-0.495544
-21.87,-0.5,-0.49555
-21.86,-0.5,-0.495556
-21.85,-0.5,-0.495564
-21.84,-0.5,-0.495572
-21.83,-0.5,-0.495582
-21.82,-0.5,-0.495593
-21.81,-0.5,-0.495604
-21.8,-0.5,-0.495617
-21.79,-0.5,-0.49563
-21.78,-0.5,-0.495645
-21.77,-0.5,-0.49566
-21.76,-0.5,-0.495677
-21.75,-0.5,-0.495694
-21.74,-0.5,-0.495713
-21.73,-0.5,-0.495732
-21.72,-0.5,-0.495752
-21.71,-0.5,-0.495773
-21.7,-0.5,-0.495796
-21.69,-0.5,-0.495819
-21.68,-0.5,-0.495843
-21.67,-0.5,-0.495867
-21.66,-0.5,-0.495893
-21.65,-0.5,-0.49592
-21.64,-0.5,-0.495947
-21.63,-0.5,-0.495976
-21.62,-0.5,-0.496005
-21.61,-0.5,-0.496035
-21.6,-0.5,-0.496066
-21.59,-0.5,-0.496098
-21.58,-0.5,-0.496131
-21.57,-0.5,-0.496164
-21.56,-0.5,-0.496199
-21.55,-0.5,-0.496234
-21.54,-0.5,-0.49627
-21.53,-0.5,-0.496306
-21.52,-0.5,-0.496344
-21.51,-0.5,-0.496382
-21.5,-0.5,-0.496421
-21.49,-0.5,-0.496461
-21.48,-0.5,-0.496501
-21.47,-0.5,-0.496543
-21.46,-0.5,-0.496585
-21.45,-0.5,-0.496627
-21.44,-0.5,-0.496671
-21.43,-0.5,-0.496715
-21.42,-0.5,-0.496759
-21.41,-0.5,-0.496805
-21.4,-0.5,-0.496851
-21.39,-0.5,-0.496897
-21.38,-0.5,-0.496944
-21.37,-0.5,-0.496992
-21.36,-0.5,-0.497041
-21.35,-0.5,-0.49709
-21.34,-0.5,-0.497139
-21.33,-0.5,-0.497189
-21.32,-0.5,-0.49724
-21.31,-0.5,-0.497291
-21.3,-0.5,-0.497343
-21.29,-0.5,-0.497395
-21.28,-0.5,-0.497448
-21.27,-0.5,-0.497501
